----------------------------- MORE -----------------------------

| Naziv : More 392 | P = 535 | S = 268 | MSV = 2 | kTezine = 572437 |
| Naziv : Mocvara 120 | P = 226 | Z = 0.4 | S = 803 | kTezine = 0.599997 |
| Naziv : Mocvara 453 | P = 921 | Z = 0.4 | S = 187 | kTezine = 0.599997 |
| Naziv : Mocvara 632 | P = 196 | Z = 0.4 | S = 837 | kTezine = 0.599996 |
| Naziv : Mocvara 597 | P = 798 | Z = 0.4 | S = 176 | kTezine = 0.599996 |
| Naziv : Mocvara 314 | P = 146 | Z = 0.4 | S = 672 | kTezine = 0.599994 |
| Naziv : Mocvara 204 | P = 157 | Z = 0.4 | S = 604 | kTezine = 0.599994 |
| Naziv : Mocvara 235 | P = 290 | Z = 0.4 | S = 216 | kTezine = 0.59999 |
| Naziv : Mocvara 116 | P = 927 | Z = 0.4 | S = 61 | kTezine = 0.599989 |
| Naziv : Mocvara 777 | P = 4 | Z = 0.4 | S = 15 | kTezine = 0.59 |
| Naziv : Mocvara 733 | P = 943 | Z = 0.41 | S = 843 | kTezine = 0.589999 |
| Naziv : Mocvara 470 | P = 785 | Z = 0.41 | S = 774 | kTezine = 0.589999 |
| Naziv : Mocvara 239 | P = 618 | Z = 0.41 | S = 440 | kTezine = 0.589998 |
| Naziv : Mocvara 700 | P = 522 | Z = 0.41 | S = 433 | kTezine = 0.589997 |
| Naziv : Mocvara 115 | P = 419 | Z = 0.41 | S = 438 | kTezine = 0.589997 |
| Naziv : Mocvara 329 | P = 338 | Z = 0.41 | S = 17 | kTezine = 0.589897 |
| Naziv : Mocvara 475 | P = 61 | Z = 0.41 | S = 53 | kTezine = 0.589818 |
| Naziv : Mocvara 274 | P = 942 | Z = 0.42 | S = 941 | kTezine = 0.579999 |
| Naziv : Mocvara 40 | P = 615 | Z = 0.42 | S = 935 | kTezine = 0.579999 |
| Naziv : Mocvara 462 | P = 676 | Z = 0.42 | S = 748 | kTezine = 0.579999 |
| Naziv : Mocvara 642 | P = 600 | Z = 0.42 | S = 884 | kTezine = 0.579999 |
| Naziv : Mocvara 213 | P = 920 | Z = 0.42 | S = 521 | kTezine = 0.579999 |
| Naziv : Mocvara 344 | P = 878 | Z = 0.42 | S = 233 | kTezine = 0.579997 |
| Naziv : Mocvara 535 | P = 204 | Z = 0.42 | S = 982 | kTezine = 0.579997 |
| Naziv : Mocvara 16 | P = 752 | Z = 0.42 | S = 210 | kTezine = 0.579996 |
| Naziv : Mocvara 408 | P = 146 | Z = 0.42 | S = 826 | kTezine = 0.579995 |
| Naziv : Mocvara 325 | P = 123 | Z = 0.42 | S = 897 | kTezine = 0.579995 |
| Naziv : Mocvara 593 | P = 273 | Z = 0.42 | S = 357 | kTezine = 0.579994 |
| Naziv : Mocvara 261 | P = 906 | Z = 0.42 | S = 91 | kTezine = 0.579993 |
| Naziv : Mocvara 412 | P = 656 | Z = 0.42 | S = 110 | kTezine = 0.579992 |
| Naziv : Mocvara 74 | P = 803 | Z = 0.42 | S = 55 | kTezine = 0.579987 |
| Naziv : Mocvara 574 | P = 809 | Z = 0.42 | S = 5 | kTezine = 0.579857 |
| Naziv : Mocvara 216 | P = 450 | Z = 0.43 | S = 788 | kTezine = 0.569998 |
| Naziv : Mocvara 281 | P = 320 | Z = 0.43 | S = 290 | kTezine = 0.569994 |
| Naziv : Mocvara 728 | P = 967 | Z = 0.43 | S = 87 | kTezine = 0.569993 |
| Naziv : Mocvara 606 | P = 444 | Z = 0.43 | S = 82 | kTezine = 0.569984 |
| Naziv : Mocvara 458 | P = 978 | Z = 0.44 | S = 519 | kTezine = 0.559999 |
| Naziv : Mocvara 407 | P = 793 | Z = 0.44 | S = 563 | kTezine = 0.559999 |
| Naziv : Mocvara 512 | P = 595 | Z = 0.44 | S = 248 | kTezine = 0.559996 |
| Naziv : Mocvara 563 | P = 772 | Z = 0.44 | S = 108 | kTezine = 0.559993 |
| Naziv : Mocvara 706 | P = 138 | Z = 0.44 | S = 374 | kTezine = 0.559989 |
| Naziv : Mocvara 309 | P = 33 | Z = 0.44 | S = 90 | kTezine = 0.559811 |
| Naziv : Mocvara 567 | P = 5 | Z = 0.44 | S = 546 | kTezine = 0.559795 |
| Naziv : Mocvara 646 | P = 688 | Z = 0.45 | S = 770 | kTezine = 0.549999 |
| Naziv : Mocvara 164 | P = 449 | Z = 0.45 | S = 406 | kTezine = 0.549997 |
| Naziv : Mocvara 319 | P = 694 | Z = 0.45 | S = 152 | kTezine = 0.549995 |
| Naziv : Mocvara 270 | P = 267 | Z = 0.45 | S = 114 | kTezine = 0.549982 |
| Naziv : Mocvara 521 | P = 852 | Z = 0.46 | S = 735 | kTezine = 0.539999 |
| Naziv : Mocvara 525 | P = 640 | Z = 0.46 | S = 696 | kTezine = 0.539999 |
| Naziv : Mocvara 145 | P = 923 | Z = 0.46 | S = 350 | kTezine = 0.539998 |
| Naziv : Mocvara 448 | P = 432 | Z = 0.46 | S = 750 | kTezine = 0.539998 |
| Naziv : Mocvara 365 | P = 383 | Z = 0.46 | S = 676 | kTezine = 0.539998 |
| Naziv : Mocvara 612 | P = 954 | Z = 0.46 | S = 217 | kTezine = 0.539997 |
| Naziv : Mocvara 433 | P = 507 | Z = 0.46 | S = 325 | kTezine = 0.539997 |
| Naziv : Mocvara 44 | P = 123 | Z = 0.46 | S = 575 | kTezine = 0.539992 |
| Naziv : Mocvara 220 | P = 242 | Z = 0.46 | S = 290 | kTezine = 0.539992 |
| Naziv : Mocvara 13 | P = 120 | Z = 0.46 | S = 486 | kTezine = 0.539991 |
| Naziv : Mocvara 480 | P = 157 | Z = 0.46 | S = 236 | kTezine = 0.539985 |
| Naziv : Mocvara 655 | P = 780 | Z = 0.46 | S = 37 | kTezine = 0.539981 |
| Naziv : Mocvara 229 | P = 27 | Z = 0.46 | S = 846 | kTezine = 0.539976 |
| Naziv : Mocvara 19 | P = 15 | Z = 0.46 | S = 196 | kTezine = 0.539816 |
| Naziv : Mocvara 283 | P = 582 | Z = 0.47 | S = 772 | kTezine = 0.529999 |
| Naziv : Mocvara 709 | P = 574 | Z = 0.47 | S = 679 | kTezine = 0.529999 |
| Naziv : Mocvara 315 | P = 338 | Z = 0.47 | S = 531 | kTezine = 0.529997 |
| Naziv : Mocvara 137 | P = 592 | Z = 0.47 | S = 285 | kTezine = 0.529997 |
| Naziv : Mocvara 189 | P = 188 | Z = 0.47 | S = 454 | kTezine = 0.529994 |
| Naziv : Mocvara 416 | P = 202 | Z = 0.47 | S = 360 | kTezine = 0.529993 |
| Naziv : Mocvara 539 | P = 261 | Z = 0.47 | S = 225 | kTezine = 0.529991 |
| Naziv : Mocvara 266 | P = 942 | Z = 0.48 | S = 450 | kTezine = 0.519999 |
| Naziv : Mocvara 122 | P = 630 | Z = 0.48 | S = 548 | kTezine = 0.519998 |
| Naziv : Mocvara 615 | P = 272 | Z = 0.48 | S = 944 | kTezine = 0.519998 |
| Naziv : Mocvara 657 | P = 991 | Z = 0.48 | S = 227 | kTezine = 0.519998 |
| Naziv : Mocvara 392 | P = 655 | Z = 0.48 | S = 268 | kTezine = 0.519997 |
| Naziv : Mocvara 184 | P = 669 | Z = 0.48 | S = 208 | kTezine = 0.519996 |
| Naziv : Mocvara 651 | P = 375 | Z = 0.48 | S = 280 | kTezine = 0.519995 |
| Naziv : Mocvara 58 | P = 282 | Z = 0.48 | S = 277 | kTezine = 0.519993 |
| Naziv : Mocvara 237 | P = 237 | Z = 0.48 | S = 230 | kTezine = 0.51999 |
| Naziv : Mocvara 368 | P = 610 | Z = 0.48 | S = 71 | kTezine = 0.519988 |
| Naziv : Mocvara 144 | P = 124 | Z = 0.48 | S = 226 | kTezine = 0.519981 |
| Naziv : Mocvara 630 | P = 15 | Z = 0.48 | S = 290 | kTezine = 0.51988 |
| Naziv : Mocvara 141 | P = 617 | Z = 0.49 | S = 680 | kTezine = 0.509999 |
| Naziv : Mocvara 10 | P = 479 | Z = 0.49 | S = 176 | kTezine = 0.509994 |
| Naziv : Mocvara 547 | P = 746 | Z = 0.49 | S = 98 | kTezine = 0.509993 |
| Naziv : Mocvara 318 | P = 88 | Z = 0.49 | S = 765 | kTezine = 0.509992 |
| Naziv : Mocvara 362 | P = 91 | Z = 0.49 | S = 703 | kTezine = 0.509992 |
| Naziv : Mocvara 444 | P = 882 | Z = 0.5 | S = 924 | kTezine = 0.499999 |
| Naziv : Mocvara 163 | P = 972 | Z = 0.5 | S = 490 | kTezine = 0.499999 |
| Naziv : Mocvara 570 | P = 534 | Z = 0.5 | S = 882 | kTezine = 0.499999 |
| Naziv : Mocvara 536 | P = 587 | Z = 0.5 | S = 411 | kTezine = 0.499998 |
| Naziv : Mocvara 376 | P = 212 | Z = 0.5 | S = 985 | kTezine = 0.499998 |
| Naziv : Mocvara 421 | P = 369 | Z = 0.5 | S = 548 | kTezine = 0.499998 |
| Naziv : Mocvara 719 | P = 192 | Z = 0.5 | S = 894 | kTezine = 0.499997 |
| Naziv : Mocvara 402 | P = 276 | Z = 0.5 | S = 481 | kTezine = 0.499996 |
| Naziv : Mocvara 188 | P = 72 | Z = 0.5 | S = 369 | kTezine = 0.499981 |
| Naziv : Mocvara 326 | P = 19 | Z = 0.5 | S = 581 | kTezine = 0.499955 |
| Naziv : Mocvara 595 | P = 497 | Z = 0.5 | S = 1 | kTezine = 0.498994 |
| Naziv : Mocvara 279 | P = 911 | Z = 0.51 | S = 874 | kTezine = 0.489999 |
| Naziv : Mocvara 653 | P = 765 | Z = 0.51 | S = 922 | kTezine = 0.489999 |
| Naziv : Mocvara 140 | P = 880 | Z = 0.51 | S = 753 | kTezine = 0.489999 |
| Naziv : Mocvara 686 | P = 847 | Z = 0.51 | S = 808 | kTezine = 0.489999 |
| Naziv : Mocvara 39 | P = 676 | Z = 0.51 | S = 866 | kTezine = 0.489999 |
| Naziv : Mocvara 434 | P = 755 | Z = 0.51 | S = 566 | kTezine = 0.489999 |
| Naziv : Mocvara 540 | P = 512 | Z = 0.51 | S = 680 | kTezine = 0.489999 |
| Naziv : Mocvara 108 | P = 825 | Z = 0.51 | S = 277 | kTezine = 0.489998 |
| Naziv : Mocvara 113 | P = 610 | Z = 0.51 | S = 199 | kTezine = 0.489996 |
| Naziv : Mocvara 683 | P = 509 | Z = 0.51 | S = 193 | kTezine = 0.489995 |
| Naziv : Mocvara 716 | P = 69 | Z = 0.51 | S = 925 | kTezine = 0.489992 |
| Naziv : Mocvara 212 | P = 923 | Z = 0.52 | S = 792 | kTezine = 0.479999 |
| Naziv : Mocvara 662 | P = 790 | Z = 0.52 | S = 734 | kTezine = 0.479999 |
| Naziv : Mocvara 316 | P = 535 | Z = 0.52 | S = 810 | kTezine = 0.479999 |
| Naziv : Mocvara 739 | P = 169 | Z = 0.52 | S = 969 | kTezine = 0.479997 |
| Naziv : Mocvara 675 | P = 947 | Z = 0.52 | S = 56 | kTezine = 0.479991 |
| Naziv : Mocvara 613 | P = 215 | Z = 0.52 | S = 229 | kTezine = 0.47999 |
| Naziv : Mocvara 29 | P = 792 | Z = 0.53 | S = 784 | kTezine = 0.469999 |
| Naziv : Mocvara 66 | P = 563 | Z = 0.53 | S = 907 | kTezine = 0.469999 |
| Naziv : Mocvara 705 | P = 541 | Z = 0.53 | S = 803 | kTezine = 0.469999 |
| Naziv : Mocvara 511 | P = 384 | Z = 0.53 | S = 548 | kTezine = 0.469998 |
| Naziv : Mocvara 400 | P = 345 | Z = 0.53 | S = 520 | kTezine = 0.469997 |
| Naziv : Mocvara 254 | P = 704 | Z = 0.53 | S = 170 | kTezine = 0.469996 |
| Naziv : Mocvara 385 | P = 815 | Z = 0.54 | S = 638 | kTezine = 0.459999 |
| Naziv : Mocvara 439 | P = 674 | Z = 0.54 | S = 692 | kTezine = 0.459999 |
| Naziv : Mocvara 769 | P = 550 | Z = 0.54 | S = 663 | kTezine = 0.459999 |
| Naziv : Mocvara 664 | P = 559 | Z = 0.54 | S = 543 | kTezine = 0.459998 |
| Naziv : Mocvara 537 | P = 377 | Z = 0.54 | S = 781 | kTezine = 0.459998 |
| Naziv : Mocvara 608 | P = 366 | Z = 0.54 | S = 525 | kTezine = 0.459998 |
| Naziv : Mocvara 670 | P = 501 | Z = 0.54 | S = 283 | kTezine = 0.459997 |
| Naziv : Mocvara 250 | P = 105 | Z = 0.54 | S = 787 | kTezine = 0.459994 |
| Naziv : Mocvara 762 | P = 51 | Z = 0.54 | S = 877 | kTezine = 0.45999 |
| Naziv : Mocvara 687 | P = 648 | Z = 0.55 | S = 675 | kTezine = 0.449999 |
| Naziv : Mocvara 760 | P = 616 | Z = 0.55 | S = 621 | kTezine = 0.449999 |
| Naziv : Mocvara 263 | P = 932 | Z = 0.55 | S = 316 | kTezine = 0.449998 |
| Naziv : Mocvara 273 | P = 779 | Z = 0.55 | S = 367 | kTezine = 0.449998 |
| Naziv : Mocvara 195 | P = 320 | Z = 0.55 | S = 641 | kTezine = 0.449998 |
| Naziv : Mocvara 32 | P = 80 | Z = 0.55 | S = 671 | kTezine = 0.449992 |
| Naziv : Mocvara 751 | P = 932 | Z = 0.56 | S = 739 | kTezine = 0.439999 |
| Naziv : Mocvara 492 | P = 417 | Z = 0.56 | S = 888 | kTezine = 0.439999 |
| Naziv : Mocvara 564 | P = 242 | Z = 0.56 | S = 836 | kTezine = 0.439998 |
| Naziv : Mocvara 609 | P = 441 | Z = 0.56 | S = 450 | kTezine = 0.439998 |
| Naziv : Mocvara 107 | P = 250 | Z = 0.56 | S = 716 | kTezine = 0.439998 |
| Naziv : Mocvara 546 | P = 79 | Z = 0.56 | S = 782 | kTezine = 0.439993 |
| Naziv : Mocvara 592 | P = 362 | Z = 0.56 | S = 159 | kTezine = 0.439992 |
| Naziv : Mocvara 191 | P = 618 | Z = 0.56 | S = 74 | kTezine = 0.43999 |
| Naziv : Mocvara 272 | P = 97 | Z = 0.56 | S = 460 | kTezine = 0.43999 |
| Naziv : Mocvara 623 | P = 192 | Z = 0.56 | S = 10 | kTezine = 0.439771 |
| Naziv : Mocvara 726 | P = 956 | Z = 0.57 | S = 919 | kTezine = 0.43 |
| Naziv : Mocvara 353 | P = 447 | Z = 0.57 | S = 866 | kTezine = 0.429999 |
| Naziv : Mocvara 148 | P = 405 | Z = 0.57 | S = 538 | kTezine = 0.429998 |
| Naziv : Mocvara 386 | P = 98 | Z = 0.57 | S = 994 | kTezine = 0.429996 |
| Naziv : Mocvara 233 | P = 256 | Z = 0.57 | S = 12 | kTezine = 0.42986 |
| Naziv : Mocvara 617 | P = 1 | Z = 0.57 | S = 888 | kTezine = 0.429516 |
| Naziv : Mocvara 692 | P = 909 | Z = 0.58 | S = 733 | kTezine = 0.419999 |
| Naziv : Mocvara 215 | P = 686 | Z = 0.58 | S = 928 | kTezine = 0.419999 |
| Naziv : Mocvara 689 | P = 994 | Z = 0.58 | S = 596 | kTezine = 0.419999 |
| Naziv : Mocvara 645 | P = 600 | Z = 0.58 | S = 694 | kTezine = 0.419999 |
| Naziv : Mocvara 383 | P = 334 | Z = 0.58 | S = 649 | kTezine = 0.419998 |
| Naziv : Mocvara 729 | P = 237 | Z = 0.58 | S = 545 | kTezine = 0.419997 |
| Naziv : Mocvara 324 | P = 161 | Z = 0.58 | S = 777 | kTezine = 0.419997 |
| Naziv : Mocvara 150 | P = 488 | Z = 0.58 | S = 243 | kTezine = 0.419997 |
| Naziv : Mocvara 350 | P = 152 | Z = 0.58 | S = 439 | kTezine = 0.419994 |
| Naziv : Mocvara 275 | P = 942 | Z = 0.58 | S = 39 | kTezine = 0.419989 |
| Naziv : Mocvara 717 | P = 440 | Z = 0.58 | S = 42 | kTezine = 0.419977 |
| Naziv : Mocvara 766 | P = 913 | Z = 0.59 | S = 869 | kTezine = 0.41 |
| Naziv : Mocvara 431 | P = 836 | Z = 0.59 | S = 852 | kTezine = 0.409999 |
| Naziv : Mocvara 185 | P = 837 | Z = 0.59 | S = 228 | kTezine = 0.409998 |
| Naziv : Mocvara 685 | P = 38 | Z = 0.59 | S = 923 | kTezine = 0.409988 |
| Naziv : Mocvara 155 | P = 9 | Z = 0.59 | S = 918 | kTezine = 0.40995 |
| Naziv : Mocvara 339 | P = 781 | Z = 0.6 | S = 854 | kTezine = 0.399999 |
| Naziv : Mocvara 452 | P = 846 | Z = 0.6 | S = 769 | kTezine = 0.399999 |
| Naziv : Mocvara 299 | P = 508 | Z = 0.6 | S = 769 | kTezine = 0.399999 |
| Naziv : Mocvara 677 | P = 625 | Z = 0.6 | S = 289 | kTezine = 0.399998 |
| Naziv : Mocvara 430 | P = 138 | Z = 0.6 | S = 888 | kTezine = 0.399997 |
| Naziv : Mocvara 566 | P = 758 | Z = 0.6 | S = 60 | kTezine = 0.399991 |
| Naziv : Mocvara 673 | P = 42 | Z = 0.6 | S = 600 | kTezine = 0.399984 |
| Naziv : Mocvara 129 | P = 18 | Z = 0.6 | S = 759 | kTezine = 0.399971 |
| Naziv : Mocvara 112 | P = 949 | Z = 0.61 | S = 719 | kTezine = 0.389999 |
| Naziv : Mocvara 335 | P = 311 | Z = 0.61 | S = 686 | kTezine = 0.389998 |
| Naziv : Mocvara 581 | P = 326 | Z = 0.61 | S = 313 | kTezine = 0.389996 |
| Naziv : Mocvara 724 | P = 140 | Z = 0.61 | S = 576 | kTezine = 0.389995 |
| Naziv : Mocvara 338 | P = 641 | Z = 0.61 | S = 67 | kTezine = 0.389991 |
| Naziv : Mocvara 473 | P = 94 | Z = 0.61 | S = 429 | kTezine = 0.38999 |
| Naziv : Mocvara 582 | P = 571 | Z = 0.61 | S = 55 | kTezine = 0.389988 |
| Naziv : Mocvara 426 | P = 296 | Z = 0.61 | S = 81 | kTezine = 0.389984 |
| Naziv : Mocvara 454 | P = 36 | Z = 0.61 | S = 477 | kTezine = 0.389977 |
| Naziv : Mocvara 253 | P = 50 | Z = 0.61 | S = 46 | kTezine = 0.38983 |
| Naziv : Mocvara 741 | P = 20 | Z = 0.61 | S = 101 | kTezine = 0.389807 |
| Naziv : Mocvara 46 | P = 847 | Z = 0.62 | S = 946 | kTezine = 0.38 |
| Naziv : Mocvara 245 | P = 664 | Z = 0.62 | S = 817 | kTezine = 0.379999 |
| Naziv : Mocvara 301 | P = 893 | Z = 0.62 | S = 583 | kTezine = 0.379999 |
| Naziv : Mocvara 217 | P = 573 | Z = 0.62 | S = 881 | kTezine = 0.379999 |
| Naziv : Mocvara 69 | P = 534 | Z = 0.62 | S = 293 | kTezine = 0.379998 |
| Naziv : Mocvara 248 | P = 61 | Z = 0.62 | S = 695 | kTezine = 0.379991 |
| Naziv : Mocvara 510 | P = 5 | Z = 0.62 | S = 658 | kTezine = 0.379885 |
| Naziv : Mocvara 28 | P = 910 | Z = 0.63 | S = 780 | kTezine = 0.369999 |
| Naziv : Mocvara 443 | P = 198 | Z = 0.63 | S = 817 | kTezine = 0.369998 |
| Naziv : Mocvara 390 | P = 391 | Z = 0.63 | S = 365 | kTezine = 0.369997 |
| Naziv : Mocvara 294 | P = 208 | Z = 0.63 | S = 484 | kTezine = 0.369996 |
| Naziv : Mocvara 746 | P = 346 | Z = 0.63 | S = 94 | kTezine = 0.369989 |
| Naziv : Mocvara 373 | P = 17 | Z = 0.63 | S = 741 | kTezine = 0.369971 |
| Naziv : Mocvara 614 | P = 42 | Z = 0.63 | S = 252 | kTezine = 0.369965 |
| Naziv : Mocvara 391 | P = 461 | Z = 0.63 | S = 16 | kTezine = 0.36995 |
| Naziv : Mocvara 625 | P = 631 | Z = 0.64 | S = 992 | kTezine = 0.359999 |
| Naziv : Mocvara 415 | P = 560 | Z = 0.64 | S = 856 | kTezine = 0.359999 |
| Naziv : Mocvara 619 | P = 768 | Z = 0.64 | S = 477 | kTezine = 0.359999 |
| Naziv : Mocvara 219 | P = 342 | Z = 0.64 | S = 497 | kTezine = 0.359998 |
| Naziv : Mocvara 389 | P = 235 | Z = 0.64 | S = 705 | kTezine = 0.359998 |
| Naziv : Mocvara 704 | P = 890 | Z = 0.64 | S = 168 | kTezine = 0.359998 |
| Naziv : Mocvara 14 | P = 266 | Z = 0.64 | S = 416 | kTezine = 0.359997 |
| Naziv : Mocvara 745 | P = 307 | Z = 0.64 | S = 295 | kTezine = 0.359996 |
| Naziv : Mocvara 87 | P = 69 | Z = 0.64 | S = 853 | kTezine = 0.359994 |
| Naziv : Mocvara 590 | P = 914 | Z = 0.65 | S = 890 | kTezine = 0.35 |
| Naziv : Mocvara 147 | P = 508 | Z = 0.65 | S = 993 | kTezine = 0.349999 |
| Naziv : Mocvara 134 | P = 335 | Z = 0.65 | S = 985 | kTezine = 0.349999 |
| Naziv : Mocvara 192 | P = 490 | Z = 0.65 | S = 227 | kTezine = 0.349997 |
| Naziv : Mocvara 85 | P = 149 | Z = 0.65 | S = 300 | kTezine = 0.349992 |
| Naziv : Mocvara 67 | P = 187 | Z = 0.65 | S = 231 | kTezine = 0.349992 |
| Naziv : Mocvara 501 | P = 47 | Z = 0.65 | S = 771 | kTezine = 0.34999 |
| Naziv : Mocvara 7 | P = 129 | Z = 0.65 | S = 276 | kTezine = 0.34999 |
| Naziv : Mocvara 194 | P = 103 | Z = 0.65 | S = 239 | kTezine = 0.349986 |
| Naziv : Mocvara 8 | P = 10 | Z = 0.65 | S = 716 | kTezine = 0.349951 |
| Naziv : Mocvara 682 | P = 799 | Z = 0.66 | S = 784 | kTezine = 0.339999 |
| Naziv : Mocvara 516 | P = 345 | Z = 0.66 | S = 920 | kTezine = 0.339999 |
| Naziv : Mocvara 559 | P = 449 | Z = 0.66 | S = 502 | kTezine = 0.339998 |
| Naziv : Mocvara 455 | P = 214 | Z = 0.66 | S = 682 | kTezine = 0.339998 |
| Naziv : Mocvara 437 | P = 371 | Z = 0.66 | S = 326 | kTezine = 0.339997 |
| Naziv : Mocvara 681 | P = 166 | Z = 0.66 | S = 655 | kTezine = 0.339997 |
| Naziv : Mocvara 268 | P = 164 | Z = 0.66 | S = 576 | kTezine = 0.339996 |
| Naziv : Mocvara 604 | P = 88 | Z = 0.66 | S = 751 | kTezine = 0.339995 |
| Naziv : Mocvara 467 | P = 367 | Z = 0.66 | S = 149 | kTezine = 0.339994 |
| Naziv : Mocvara 123 | P = 781 | Z = 0.66 | S = 13 | kTezine = 0.339967 |
| Naziv : Mocvara 230 | P = 908 | Z = 0.67 | S = 889 | kTezine = 0.33 |
| Naziv : Mocvara 552 | P = 975 | Z = 0.67 | S = 771 | kTezine = 0.33 |
| Naziv : Mocvara 622 | P = 553 | Z = 0.67 | S = 899 | kTezine = 0.329999 |
| Naziv : Mocvara 616 | P = 588 | Z = 0.67 | S = 675 | kTezine = 0.329999 |
| Naziv : Mocvara 231 | P = 666 | Z = 0.67 | S = 532 | kTezine = 0.329999 |
| Naziv : Mocvara 494 | P = 827 | Z = 0.67 | S = 368 | kTezine = 0.329999 |
| Naziv : Mocvara 635 | P = 350 | Z = 0.67 | S = 521 | kTezine = 0.329998 |
| Naziv : Mocvara 56 | P = 567 | Z = 0.67 | S = 278 | kTezine = 0.329998 |
| Naziv : Mocvara 121 | P = 186 | Z = 0.67 | S = 769 | kTezine = 0.329998 |
| Naziv : Mocvara 50 | P = 619 | Z = 0.67 | S = 209 | kTezine = 0.329997 |
| Naziv : Mocvara 488 | P = 347 | Z = 0.67 | S = 287 | kTezine = 0.329997 |
| Naziv : Mocvara 576 | P = 377 | Z = 0.67 | S = 242 | kTezine = 0.329996 |
| Naziv : Mocvara 500 | P = 197 | Z = 0.67 | S = 140 | kTezine = 0.329988 |
| Naziv : Mocvara 286 | P = 422 | Z = 0.67 | S = 13 | kTezine = 0.32994 |
| Naziv : Mocvara 569 | P = 629 | Z = 0.68 | S = 932 | kTezine = 0.319999 |
| Naziv : Mocvara 358 | P = 400 | Z = 0.68 | S = 818 | kTezine = 0.319999 |
| Naziv : Mocvara 289 | P = 307 | Z = 0.68 | S = 837 | kTezine = 0.319999 |
| Naziv : Mocvara 772 | P = 691 | Z = 0.68 | S = 305 | kTezine = 0.319998 |
| Naziv : Mocvara 161 | P = 287 | Z = 0.68 | S = 586 | kTezine = 0.319998 |
| Naziv : Mocvara 82 | P = 380 | Z = 0.68 | S = 337 | kTezine = 0.319997 |
| Naziv : Mocvara 464 | P = 185 | Z = 0.68 | S = 443 | kTezine = 0.319996 |
| Naziv : Mocvara 22 | P = 420 | Z = 0.68 | S = 57 | kTezine = 0.319987 |
| Naziv : Mocvara 532 | P = 938 | Z = 0.69 | S = 841 | kTezine = 0.31 |
| Naziv : Mocvara 232 | P = 858 | Z = 0.69 | S = 619 | kTezine = 0.309999 |
| Naziv : Mocvara 208 | P = 435 | Z = 0.69 | S = 939 | kTezine = 0.309999 |
| Naziv : Mocvara 522 | P = 828 | Z = 0.69 | S = 377 | kTezine = 0.309999 |
| Naziv : Mocvara 364 | P = 866 | Z = 0.69 | S = 349 | kTezine = 0.309999 |
| Naziv : Mocvara 676 | P = 358 | Z = 0.69 | S = 781 | kTezine = 0.309999 |
| Naziv : Mocvara 449 | P = 703 | Z = 0.69 | S = 223 | kTezine = 0.309998 |
| Naziv : Mocvara 497 | P = 375 | Z = 0.69 | S = 278 | kTezine = 0.309997 |
| Naziv : Mocvara 12 | P = 120 | Z = 0.69 | S = 699 | kTezine = 0.309996 |
| Naziv : Mocvara 291 | P = 83 | Z = 0.69 | S = 796 | kTezine = 0.309995 |
| Naziv : Mocvara 484 | P = 182 | Z = 0.69 | S = 40 | kTezine = 0.309957 |
| Naziv : Mocvara 598 | P = 917 | Z = 0.7 | S = 766 | kTezine = 0.3 |
| Naziv : Mocvara 420 | P = 433 | Z = 0.7 | S = 787 | kTezine = 0.299999 |
| Naziv : Mocvara 380 | P = 371 | Z = 0.7 | S = 476 | kTezine = 0.299998 |
| Naziv : Mocvara 620 | P = 523 | Z = 0.7 | S = 248 | kTezine = 0.299998 |
| Naziv : Mocvara 86 | P = 503 | Z = 0.7 | S = 247 | kTezine = 0.299998 |
| Naziv : Mocvara 678 | P = 66 | Z = 0.7 | S = 925 | kTezine = 0.299995 |
| Naziv : Mocvara 160 | P = 151 | Z = 0.71 | S = 969 | kTezine = 0.289998 |
| Naziv : Mocvara 611 | P = 671 | Z = 0.71 | S = 193 | kTezine = 0.289998 |
| Naziv : Mocvara 83 | P = 129 | Z = 0.71 | S = 842 | kTezine = 0.289997 |
| Naziv : Mocvara 690 | P = 499 | Z = 0.71 | S = 200 | kTezine = 0.289997 |
| Naziv : Mocvara 345 | P = 540 | Z = 0.71 | S = 142 | kTezine = 0.289996 |
| Naziv : Mocvara 571 | P = 276 | Z = 0.71 | S = 240 | kTezine = 0.289996 |
| Naziv : Mocvara 438 | P = 887 | Z = 0.71 | S = 61 | kTezine = 0.289995 |
| Naziv : Mocvara 36 | P = 334 | Z = 0.71 | S = 161 | kTezine = 0.289995 |
| Naziv : Mocvara 96 | P = 15 | Z = 0.71 | S = 510 | kTezine = 0.289962 |
| Naziv : Mocvara 774 | P = 1 | Z = 0.71 | S = 760 | kTezine = 0.289618 |
| Naziv : Mocvara 285 | P = 904 | Z = 0.72 | S = 731 | kTezine = 0.28 |
| Naziv : Mocvara 295 | P = 814 | Z = 0.72 | S = 319 | kTezine = 0.279999 |
| Naziv : Mocvara 440 | P = 466 | Z = 0.72 | S = 54 | kTezine = 0.279989 |
| Naziv : Mocvara 297 | P = 47 | Z = 0.72 | S = 338 | kTezine = 0.279982 |
| Naziv : Mocvara 330 | P = 4 | Z = 0.72 | S = 227 | kTezine = 0.279692 |
| Naziv : Mocvara 33 | P = 973 | Z = 0.73 | S = 596 | kTezine = 0.27 |
| Naziv : Mocvara 730 | P = 890 | Z = 0.73 | S = 578 | kTezine = 0.269999 |
